full_name,clone_url,mi_before,mi_after,architecture_summary,chosen_tactic
Boerderij/Varken,https://github.com/Boerderij/Varken.git,,,,
Pithikos/python-websocket-server,https://github.com/Pithikos/python-websocket-server.git,,,,
machow/siuba,https://github.com/machow/siuba.git,,,,
weaveworks/kubediff,https://github.com/weaveworks/kubediff.git,,,,
RayBytes/ChatMock,https://github.com/RayBytes/ChatMock.git,,,,
JonathonLuiten/TrackEval,https://github.com/JonathonLuiten/TrackEval.git,,,,
HackerPoet/PySpace,https://github.com/HackerPoet/PySpace.git,,,,
django-treebeard/django-treebeard,https://github.com/django-treebeard/django-treebeard.git,,,,
prose-intelligence-ltd/Telepathy-Community,https://github.com/prose-intelligence-ltd/Telepathy-Community.git,,,,
Sniper970119/dianping_spider,https://github.com/Sniper970119/dianping_spider.git,,,,
ultralytics/JSON2YOLO,https://github.com/ultralytics/JSON2YOLO.git,,,,
useragents/Zefoy-TikTok-Automator,https://github.com/useragents/Zefoy-TikTok-Automator.git,,,,
nishuzumi/gemini-teacher,https://github.com/nishuzumi/gemini-teacher.git,,,,
ForestLinSen/finance,https://github.com/ForestLinSen/finance.git,,,,
bunq/sdk_python,https://github.com/bunq/sdk_python.git,,,,
Mendeley/mendeley-python-sdk,https://github.com/Mendeley/mendeley-python-sdk.git,,,,
preset-io/elasticsearch-dbapi,https://github.com/preset-io/elasticsearch-dbapi.git,,,,
aaryanrr/Railway-Management,https://github.com/aaryanrr/Railway-Management.git,,,,
yondonfu/comfystream,https://github.com/yondonfu/comfystream.git,,,,
matus-chochlik/ctcache,https://github.com/matus-chochlik/ctcache.git,,,,
coldfusion39/domi-owned,https://github.com/coldfusion39/domi-owned.git,,,,
misterch0c/GithubLeakAlert,https://github.com/misterch0c/GithubLeakAlert.git,,,,
JakubAndrysek/MkDoxy,https://github.com/JakubAndrysek/MkDoxy.git,,,,
rhettre/coinbase-advancedtrade-python,https://github.com/rhettre/coinbase-advancedtrade-python.git,,,,
pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx.git,,,,
vrachieru/samsung-tv-api,https://github.com/vrachieru/samsung-tv-api.git,,,,
edkrueger/sars-fastapi,https://github.com/edkrueger/sars-fastapi.git,,,,
balanced/status.balancedpayments.com,https://github.com/balanced/status.balancedpayments.com.git,,,,
ssnjr2002/stremio-gdrive,https://github.com/ssnjr2002/stremio-gdrive.git,,,,
LARC-CMU-SMU/FoodSeg103-Benchmark-v1,https://github.com/LARC-CMU-SMU/FoodSeg103-Benchmark-v1.git,,,,
TurdusMaximus/MiseryVideoStream,https://github.com/TurdusMaximus/MiseryVideoStream.git,,,,
CyniteOfficial/Auto-Filter-V5,https://github.com/CyniteOfficial/Auto-Filter-V5.git,,,,
dakshkohli23/Sharingan-Rename-Bot,https://github.com/dakshkohli23/Sharingan-Rename-Bot.git,,,,
MrMKN/Auto-ReqAccept-Bot,https://github.com/MrMKN/Auto-ReqAccept-Bot.git,,,,
ashutosh1919/kubernetes-deploy-tutorial,https://github.com/ashutosh1919/kubernetes-deploy-tutorial.git,,,,
fexd12/bot-sinais,https://github.com/fexd12/bot-sinais.git,,,,
svenlu/conn,https://github.com/svenlu/conn.git,,,,
devgaganin/tele-userbot,https://github.com/devgaganin/tele-userbot.git,,,,
paulafredo/spam-api-free-fire,https://github.com/paulafredo/spam-api-free-fire.git,,,,
AmTanny/allukabot,https://github.com/AmTanny/allukabot.git,,,,
LinkedInLearning/data-vis-python-dash-3009706,https://github.com/LinkedInLearning/data-vis-python-dash-3009706.git,,,,
TgCatUB/CatPlugins,https://github.com/TgCatUB/CatPlugins.git,,,,
jenkinsci/jenkins-charm,https://github.com/jenkinsci/jenkins-charm.git,,,,
LinkedInLearning/python-serialization-2822693,https://github.com/LinkedInLearning/python-serialization-2822693.git,,,,
kodekloudhub/webapp-color,https://github.com/kodekloudhub/webapp-color.git,,,,
biisal/biisal-Auto-Caption-Bot,https://github.com/biisal/biisal-Auto-Caption-Bot.git,,,,
LinkedInLearning/complete-guide-to-data-lakes-and-lakehouses-3865060,https://github.com/LinkedInLearning/complete-guide-to-data-lakes-and-lakehouses-3865060.git,,,,
palvarez89/octopus-to-tado-sync,https://github.com/palvarez89/octopus-to-tado-sync.git,,,,
anandpsdev/SubtitlesBot,https://github.com/anandpsdev/SubtitlesBot.git,,,,
